Entity,Code,Day,people_vaccinated
Federated States of Micronesia,,2021-01-23,2749
Federated States of Micronesia,,2021-01-24,2749
Federated States of Micronesia,,2021-01-25,2755
Federated States of Micronesia,,2021-01-26,2973
Federated States of Micronesia,,2021-01-27,3210
Federated States of Micronesia,,2021-01-28,3471
Federated States of Micronesia,,2021-01-29,3933
Federated States of Micronesia,,2021-01-30,3933
Federated States of Micronesia,,2021-01-31,3933
Federated States of Micronesia,,2021-02-01,5068
Federated States of Micronesia,,2021-02-02,5683
Federated States of Micronesia,,2021-02-03,6210
Federated States of Micronesia,,2021-02-04,6646
Federated States of Micronesia,,2021-02-05,6943
Federated States of Micronesia,,2021-02-06,7230
Federated States of Micronesia,,2021-02-07,7309
Federated States of Micronesia,,2021-02-08,7310
Federated States of Micronesia,,2021-02-09,7550
Federated States of Micronesia,,2021-02-10,7744
Federated States of Micronesia,,2021-02-11,7991
Federated States of Micronesia,,2021-02-12,8270
Federated States of Micronesia,,2021-02-13,8434
Federated States of Micronesia,,2021-02-14,8495
Federated States of Micronesia,,2021-02-16,8825
Federated States of Micronesia,,2021-02-17,9118
Federated States of Micronesia,,2021-02-18,9321
Federated States of Micronesia,,2021-02-19,9468
Federated States of Micronesia,,2021-02-20,9468
Federated States of Micronesia,,2021-02-21,9715
Federated States of Micronesia,,2021-02-22,9820
Federated States of Micronesia,,2021-02-23,9821
Federated States of Micronesia,,2021-02-24,10159
Federated States of Micronesia,,2021-02-25,10306
Federated States of Micronesia,,2021-02-26,10414
Federated States of Micronesia,,2021-02-27,10599
Federated States of Micronesia,,2021-02-28,10619
Federated States of Micronesia,,2021-03-01,10628
Federated States of Micronesia,,2021-03-02,10791
Federated States of Micronesia,,2021-03-03,10879
Federated States of Micronesia,,2021-03-04,10928
Federated States of Micronesia,,2021-03-05,11128
Federated States of Micronesia,,2021-03-06,11290
Federated States of Micronesia,,2021-03-07,11360
Federated States of Micronesia,,2021-03-08,11361
Federated States of Micronesia,,2021-03-09,11506
Federated States of Micronesia,,2021-03-10,11612
Federated States of Micronesia,,2021-03-11,11713
Federated States of Micronesia,,2021-03-12,11870
Federated States of Micronesia,,2021-03-13,12162
Federated States of Micronesia,,2021-03-14,12326
Federated States of Micronesia,,2021-03-15,12372
Federated States of Micronesia,,2021-03-16,12653
Federated States of Micronesia,,2021-03-17,12817
Federated States of Micronesia,,2021-03-18,12818
Federated States of Micronesia,,2021-03-19,13198
Federated States of Micronesia,,2021-03-20,13514
Federated States of Micronesia,,2021-03-21,13578
Federated States of Micronesia,,2021-03-22,13608
Federated States of Micronesia,,2021-03-23,13721
Federated States of Micronesia,,2021-03-24,13815
Federated States of Micronesia,,2021-03-25,13951
Federated States of Micronesia,,2021-03-26,14324
Federated States of Micronesia,,2021-03-27,14521
Federated States of Micronesia,,2021-03-28,14637
Federated States of Micronesia,,2021-03-29,14736
Federated States of Micronesia,,2021-03-30,15046
Federated States of Micronesia,,2021-03-31,15398
Federated States of Micronesia,,2021-04-01,15567
Federated States of Micronesia,,2021-04-02,15567
Federated States of Micronesia,,2021-04-03,15690
Federated States of Micronesia,,2021-04-04,15691
Federated States of Micronesia,,2021-04-05,15841
Federated States of Micronesia,,2021-04-06,16001
Federated States of Micronesia,,2021-04-07,16294
Federated States of Micronesia,,2021-04-08,16402
Federated States of Micronesia,,2021-04-09,16402
Federated States of Micronesia,,2021-04-10,16743
Federated States of Micronesia,,2021-04-11,16745
Federated States of Micronesia,,2021-04-12,16878
Federated States of Micronesia,,2021-04-13,17134
Federated States of Micronesia,,2021-04-14,17383
Federated States of Micronesia,,2021-04-15,17385
Federated States of Micronesia,,2021-04-16,17821
Federated States of Micronesia,,2021-04-17,18076
Federated States of Micronesia,,2021-04-18,18080
Federated States of Micronesia,,2021-04-19,18472
Federated States of Micronesia,,2021-04-20,18759
Federated States of Micronesia,,2021-04-21,18760
Federated States of Micronesia,,2021-04-22,18760
Federated States of Micronesia,,2021-04-23,19340
Federated States of Micronesia,,2021-04-24,19341
Federated States of Micronesia,,2021-04-25,19342
Federated States of Micronesia,,2021-04-26,19735
Federated States of Micronesia,,2021-04-27,19983
Federated States of Micronesia,,2021-04-28,19983
Federated States of Micronesia,,2021-04-29,20423
Federated States of Micronesia,,2021-04-30,20423
Federated States of Micronesia,,2021-05-01,20841
Federated States of Micronesia,,2021-05-02,20842
Federated States of Micronesia,,2021-05-03,20945
Federated States of Micronesia,,2021-05-04,21130
Federated States of Micronesia,,2021-05-05,21323
Federated States of Micronesia,,2021-05-06,21446
Federated States of Micronesia,,2021-05-07,21447
Federated States of Micronesia,,2021-05-08,21833
Federated States of Micronesia,,2021-05-09,21834
Federated States of Micronesia,,2021-05-10,22071
Federated States of Micronesia,,2021-05-11,22185
Federated States of Micronesia,,2021-05-12,22376
Federated States of Micronesia,,2021-05-13,22510
Federated States of Micronesia,,2021-05-14,22510
Federated States of Micronesia,,2021-05-15,22512
Federated States of Micronesia,,2021-05-16,22512
Federated States of Micronesia,,2021-05-17,22512
Federated States of Micronesia,,2021-05-18,22512
Federated States of Micronesia,,2021-05-19,23491
Federated States of Micronesia,,2021-05-20,23492
Federated States of Micronesia,,2021-05-21,23703
Florida,,2021-01-12,586741
Florida,,2021-01-13,647330
Florida,,2021-01-14,709002
Florida,,2021-01-15,776430
Florida,,2021-01-19,1068787
Florida,,2021-01-20,1125338
Florida,,2021-01-21,1125338
Florida,,2021-01-22,1186719
Florida,,2021-01-23,1333116
Florida,,2021-01-24,1384479
Florida,,2021-01-25,1384407
Florida,,2021-01-26,1412466
Florida,,2021-01-27,1451507
Florida,,2021-01-28,1497903
Florida,,2021-01-29,1554179
Florida,,2021-01-30,1610425
Florida,,2021-01-31,1656005
Florida,,2021-02-01,1683674
Florida,,2021-02-02,1712327
Florida,,2021-02-03,1752699
Florida,,2021-02-04,1793625
Florida,,2021-02-05,1812723
Florida,,2021-02-06,1865090
Florida,,2021-02-07,1965590
Florida,,2021-02-08,1965590
Florida,,2021-02-09,2023419
Florida,,2021-02-10,2064585
Florida,,2021-02-11,2118750
Florida,,2021-02-12,2235645
Florida,,2021-02-13,2304435
Florida,,2021-02-14,2366552
Florida,,2021-02-16,2441429
Florida,,2021-02-17,2498089
Florida,,2021-02-18,2562863
Florida,,2021-02-19,2793123
Florida,,2021-02-20,2796210
Florida,,2021-02-21,2877011
Florida,,2021-02-22,2824219
Florida,,2021-02-23,2829480
Florida,,2021-02-24,2881733
Florida,,2021-02-25,2927858
Florida,,2021-02-26,2976245
Florida,,2021-02-27,3039028
Florida,,2021-02-28,3163425
Florida,,2021-03-01,3166839
Florida,,2021-03-02,3184067
Florida,,2021-03-03,3237174
Florida,,2021-03-04,3328742
Florida,,2021-03-05,3416396
Florida,,2021-03-06,3574315
Florida,,2021-03-07,3714407
Florida,,2021-03-08,3718074
Florida,,2021-03-09,3760044
Florida,,2021-03-10,3833243
Florida,,2021-03-11,3963502
Florida,,2021-03-12,4076435
Florida,,2021-03-13,4325176
Florida,,2021-03-14,4387617
Florida,,2021-03-15,4388959
Florida,,2021-03-16,4436541
Florida,,2021-03-17,4524707
Florida,,2021-03-18,4652763
Florida,,2021-03-19,4760399
Florida,,2021-03-20,4963147
Florida,,2021-03-21,5106288
Florida,,2021-03-22,5109346
Florida,,2021-03-23,5152128
Florida,,2021-03-24,5255602
Florida,,2021-03-25,5403866
Florida,,2021-03-26,5546514
Florida,,2021-03-27,5677465
Florida,,2021-03-28,5837452
Florida,,2021-03-29,5840928
Florida,,2021-03-30,5916809
Florida,,2021-03-31,6005354
Florida,,2021-04-01,6117321
Florida,,2021-04-02,6230063
Florida,,2021-04-03,6343593
Florida,,2021-04-04,6552905
Florida,,2021-04-05,6554477
Florida,,2021-04-06,6610164
Florida,,2021-04-07,6692785
Florida,,2021-04-08,6887386
Florida,,2021-04-09,7045431
Florida,,2021-04-10,7204496
Florida,,2021-04-11,7367260
Florida,,2021-04-12,7477121
Florida,,2021-04-13,7553441
Florida,,2021-04-14,7633413
Florida,,2021-04-15,7768818
Florida,,2021-04-16,7884848
Florida,,2021-04-17,8008113
Florida,,2021-04-18,8200956
Florida,,2021-04-19,8202494
Florida,,2021-04-20,8254998
Florida,,2021-04-21,8330819
Florida,,2021-04-22,8416172
Florida,,2021-04-23,8496266
Florida,,2021-04-24,8561469
Florida,,2021-04-25,8637660
Florida,,2021-04-26,8706265
Florida,,2021-04-27,8755697
Florida,,2021-04-28,8819692
Florida,,2021-04-29,8879732
Florida,,2021-04-30,8939454
Florida,,2021-05-01,9084980
Florida,,2021-05-02,9086831
Florida,,2021-05-03,9116787
Florida,,2021-05-04,9138942
Florida,,2021-05-05,9184860
Florida,,2021-05-06,9264665
Florida,,2021-05-07,9332355
Florida,,2021-05-08,9402537
Florida,,2021-05-09,9460421
Florida,,2021-05-10,9522200
Florida,,2021-05-11,9567391
Florida,,2021-05-12,9608209
Florida,,2021-05-13,9655320
Florida,,2021-05-14,9696388
Florida,,2021-05-15,9809136
Florida,,2021-05-16,9811034
Florida,,2021-05-17,9858497
Florida,,2021-05-18,9894458
Florida,,2021-05-19,9934559
Florida,,2021-05-20,10013464
Florida,,2021-05-21,10078705
Georgia,GEO,2021-01-12,85110
Georgia,GEO,2021-01-13,86105
Georgia,GEO,2021-01-14,204301
Georgia,GEO,2021-01-15,204301
Georgia,GEO,2021-01-19,278151
Georgia,GEO,2021-01-20,356010
Georgia,GEO,2021-01-21,407000
Georgia,GEO,2021-01-22,533665
Georgia,GEO,2021-01-23,534161
Georgia,GEO,2021-01-24,534161
Georgia,GEO,2021-01-25,534161
Georgia,GEO,2021-01-26,591385
Georgia,GEO,2021-01-27,622905
Georgia,GEO,2021-01-28,659212
Georgia,GEO,2021-01-29,693085
Georgia,GEO,2021-01-30,729117
Georgia,GEO,2021-01-31,766875
Georgia,GEO,2021-02-01,785487
Georgia,GEO,2021-02-02,790354
Georgia,GEO,2021-02-03,813214
Georgia,GEO,2021-02-04,834091
Georgia,GEO,2021-02-05,860543
Georgia,GEO,2021-02-06,887597
Georgia,GEO,2021-02-07,912189
Georgia,GEO,2021-02-08,923282
Georgia,GEO,2021-02-09,927176
Georgia,GEO,2021-02-10,946505
Georgia,GEO,2021-02-11,967179
Georgia,GEO,2021-02-12,967179
Georgia,GEO,2021-02-13,987693
Georgia,GEO,2021-02-14,1027629
Georgia,GEO,2021-02-16,1040075
Georgia,GEO,2021-02-17,1040075
Georgia,GEO,2021-02-18,1073929
Georgia,GEO,2021-02-19,1158554
Georgia,GEO,2021-02-20,1181826
Georgia,GEO,2021-02-21,1202374
Georgia,GEO,2021-02-22,1188521
Georgia,GEO,2021-02-23,1191004
Georgia,GEO,2021-02-24,1203510
Georgia,GEO,2021-02-25,1219200
Georgia,GEO,2021-02-26,1239379
Georgia,GEO,2021-02-27,1258671
Georgia,GEO,2021-02-28,1259837
Georgia,GEO,2021-03-01,1260430
Georgia,GEO,2021-03-02,1268982
Georgia,GEO,2021-03-03,1287231
Georgia,GEO,2021-03-04,1310024
Georgia,GEO,2021-03-05,1337534
Georgia,GEO,2021-03-06,1365901
Georgia,GEO,2021-03-07,1396280
Georgia,GEO,2021-03-08,1411942
Georgia,GEO,2021-03-09,1420118
Georgia,GEO,2021-03-10,1422182
Georgia,GEO,2021-03-11,1474110
Georgia,GEO,2021-03-12,1548497
Georgia,GEO,2021-03-13,1608162
Georgia,GEO,2021-03-14,1662522
Georgia,GEO,2021-03-15,1689912
Georgia,GEO,2021-03-16,1707798
Georgia,GEO,2021-03-17,1710417
Georgia,GEO,2021-03-18,1774120
Georgia,GEO,2021-03-19,1777288
Georgia,GEO,2021-03-20,1920080
Georgia,GEO,2021-03-21,1999241
Georgia,GEO,2021-03-22,2058969
Georgia,GEO,2021-03-23,2059451
Georgia,GEO,2021-03-24,2121979
Georgia,GEO,2021-03-25,2179249
Georgia,GEO,2021-03-26,2256114
Georgia,GEO,2021-03-27,2326415
Georgia,GEO,2021-03-28,2401381
Georgia,GEO,2021-03-29,2447419
Georgia,GEO,2021-03-30,2465539
Georgia,GEO,2021-03-31,2515040
Georgia,GEO,2021-04-01,2584711
Georgia,GEO,2021-04-02,2659950
Georgia,GEO,2021-04-03,2726041
Georgia,GEO,2021-04-04,2728898
Georgia,GEO,2021-04-05,2791236
Georgia,GEO,2021-04-06,2812750
Georgia,GEO,2021-04-07,2925480
Georgia,GEO,2021-04-08,2983960
Georgia,GEO,2021-04-09,3055334
Georgia,GEO,2021-04-10,3058311
Georgia,GEO,2021-04-11,3060628
Georgia,GEO,2021-04-12,3062204
Georgia,GEO,2021-04-13,3250068
Georgia,GEO,2021-04-14,3290515
Georgia,GEO,2021-04-15,3333309
Georgia,GEO,2021-04-16,3372331
Georgia,GEO,2021-04-17,3411530
Georgia,GEO,2021-04-18,3443914
Georgia,GEO,2021-04-19,3471588
Georgia,GEO,2021-04-20,3485265
Georgia,GEO,2021-04-21,3511811
Georgia,GEO,2021-04-22,3538315
Georgia,GEO,2021-04-23,3565858
Georgia,GEO,2021-04-24,3592667
Georgia,GEO,2021-04-25,3594066
Georgia,GEO,2021-04-26,3623541
Georgia,GEO,2021-04-27,3639372
Georgia,GEO,2021-04-28,3661495
Georgia,GEO,2021-04-29,3684661
Georgia,GEO,2021-04-30,3709017
Georgia,GEO,2021-05-01,3732623
Georgia,GEO,2021-05-02,3755111
Georgia,GEO,2021-05-03,3755963
Georgia,GEO,2021-05-04,3769478
Georgia,GEO,2021-05-05,3785099
Georgia,GEO,2021-05-06,3786912
Georgia,GEO,2021-05-07,3830155
Georgia,GEO,2021-05-08,3849874
Georgia,GEO,2021-05-09,3869064
Georgia,GEO,2021-05-10,3883754
Georgia,GEO,2021-05-11,3900185
Georgia,GEO,2021-05-12,3917176
Georgia,GEO,2021-05-13,3935412
Georgia,GEO,2021-05-14,3952119
Georgia,GEO,2021-05-15,3971980
Georgia,GEO,2021-05-16,3973172
Georgia,GEO,2021-05-17,4001973
Georgia,GEO,2021-05-18,4002403
Georgia,GEO,2021-05-19,4004000
Georgia,GEO,2021-05-20,4048946
Georgia,GEO,2021-05-21,4068991
Guam,GUM,2021-01-12,401
Guam,GUM,2021-01-13,401
Guam,GUM,2021-01-14,3785
Guam,GUM,2021-01-15,3785
Guam,GUM,2021-01-19,3785
Guam,GUM,2021-01-20,3785
Guam,GUM,2021-01-21,3785
Guam,GUM,2021-01-22,3785
Guam,GUM,2021-01-23,3785
Guam,GUM,2021-01-24,3785
Guam,GUM,2021-01-25,3785
Guam,GUM,2021-01-26,13378
Guam,GUM,2021-01-27,14269
Guam,GUM,2021-01-28,15405
Guam,GUM,2021-01-29,16747
Guam,GUM,2021-01-30,17784
Guam,GUM,2021-01-31,17784
Guam,GUM,2021-02-01,18538
Guam,GUM,2021-02-02,19700
Guam,GUM,2021-02-03,20785
Guam,GUM,2021-02-04,20785
Guam,GUM,2021-02-05,21871
Guam,GUM,2021-02-06,23195
Guam,GUM,2021-02-07,23564
Guam,GUM,2021-02-08,23693
Guam,GUM,2021-02-09,24420
Guam,GUM,2021-02-10,25308
Guam,GUM,2021-02-11,26019
Guam,GUM,2021-02-12,26699
Guam,GUM,2021-02-13,27348
Guam,GUM,2021-02-14,27647
Guam,GUM,2021-02-16,27946
Guam,GUM,2021-02-17,28460
Guam,GUM,2021-02-18,29055
Guam,GUM,2021-02-19,31432
Guam,GUM,2021-02-20,31950
Guam,GUM,2021-02-21,32024
Guam,GUM,2021-02-22,32377
Guam,GUM,2021-02-23,32799
Guam,GUM,2021-02-24,33183
Guam,GUM,2021-02-25,33677
Guam,GUM,2021-02-26,33696
Guam,GUM,2021-02-27,34205
Guam,GUM,2021-02-28,34485
Guam,GUM,2021-03-01,34489
Guam,GUM,2021-03-02,34532
Guam,GUM,2021-03-03,34553
Guam,GUM,2021-03-04,34944
Guam,GUM,2021-03-05,35076
Guam,GUM,2021-03-06,35123
Guam,GUM,2021-03-07,35130
Guam,GUM,2021-03-08,35161
Guam,GUM,2021-03-09,35680
Guam,GUM,2021-03-10,36034
Guam,GUM,2021-03-11,36283
Guam,GUM,2021-03-12,36600
Guam,GUM,2021-03-13,36826
Guam,GUM,2021-03-14,36978
Guam,GUM,2021-03-15,36979
Guam,GUM,2021-03-16,37235
Guam,GUM,2021-03-17,38212
Guam,GUM,2021-03-18,39483
Guam,GUM,2021-03-19,40907
Guam,GUM,2021-03-20,40955
Guam,GUM,2021-03-21,40965
Guam,GUM,2021-03-22,42544
Guam,GUM,2021-03-23,43983
Guam,GUM,2021-03-24,45768
Guam,GUM,2021-03-25,47355
Guam,GUM,2021-03-26,49193
Guam,GUM,2021-03-27,49393
Guam,GUM,2021-03-28,50793
Guam,GUM,2021-03-29,52481
Guam,GUM,2021-03-30,52535
Guam,GUM,2021-03-31,54839
Guam,GUM,2021-04-01,55807
Guam,GUM,2021-04-02,57175
Guam,GUM,2021-04-03,58550
Guam,GUM,2021-04-04,58622
Guam,GUM,2021-04-05,58778
Guam,GUM,2021-04-06,58839
Guam,GUM,2021-04-07,61319
Guam,GUM,2021-04-08,62313
Guam,GUM,2021-04-09,63340
Guam,GUM,2021-04-10,63481
Guam,GUM,2021-04-11,64054
Guam,GUM,2021-04-12,64118
Guam,GUM,2021-04-13,65745
Guam,GUM,2021-04-14,66748
Guam,GUM,2021-04-15,67747
Guam,GUM,2021-04-16,68499
Guam,GUM,2021-04-17,69439
Guam,GUM,2021-04-18,69441
Guam,GUM,2021-04-19,69972
Guam,GUM,2021-04-20,70588
Guam,GUM,2021-04-21,71783
Guam,GUM,2021-04-22,72226
Guam,GUM,2021-04-23,72729
Guam,GUM,2021-04-24,73202
Guam,GUM,2021-04-25,73290
Guam,GUM,2021-04-26,73651
Guam,GUM,2021-04-27,74105
Guam,GUM,2021-04-28,74749
Guam,GUM,2021-04-29,75689
Guam,GUM,2021-04-30,76408
Guam,GUM,2021-05-01,76429
Guam,GUM,2021-05-02,76808
Guam,GUM,2021-05-03,77325
Guam,GUM,2021-05-04,77693
Guam,GUM,2021-05-05,77754
Guam,GUM,2021-05-06,77817
Guam,GUM,2021-05-07,79570
Guam,GUM,2021-05-08,80450
Guam,GUM,2021-05-09,80657
Guam,GUM,2021-05-10,80701
Guam,GUM,2021-05-11,80715
Guam,GUM,2021-05-12,80803
Guam,GUM,2021-05-13,81866
Guam,GUM,2021-05-14,81890
Guam,GUM,2021-05-15,81916
Guam,GUM,2021-05-16,81918
Guam,GUM,2021-05-17,81922
Guam,GUM,2021-05-18,81933
Guam,GUM,2021-05-19,83930
Guam,GUM,2021-05-20,83979
Guam,GUM,2021-05-21,85017
Hawaii,,2021-01-15,39690
Hawaii,,2021-01-19,52635
Hawaii,,2021-01-20,58111
Hawaii,,2021-01-21,63282
Hawaii,,2021-01-22,67991
Hawaii,,2021-01-23,67990
Hawaii,,2021-01-24,67990
Hawaii,,2021-01-25,74296
Hawaii,,2021-01-26,75820
Hawaii,,2021-01-27,79147
Hawaii,,2021-01-28,84139
Hawaii,,2021-01-29,89428
Hawaii,,2021-01-30,96743
Hawaii,,2021-01-31,103398
Hawaii,,2021-02-01,108745
Hawaii,,2021-02-02,110757
Hawaii,,2021-02-03,115440
Hawaii,,2021-02-04,120533
Hawaii,,2021-02-05,126683
Hawaii,,2021-02-06,132701
Hawaii,,2021-02-07,137230
Hawaii,,2021-02-08,142259
Hawaii,,2021-02-09,142259
Hawaii,,2021-02-10,142259
Hawaii,,2021-02-11,150648
Hawaii,,2021-02-12,154828
Hawaii,,2021-02-13,159583
Hawaii,,2021-02-14,162945
Hawaii,,2021-02-16,168479
Hawaii,,2021-02-17,170911
Hawaii,,2021-02-18,174151
Hawaii,,2021-02-19,210213
Hawaii,,2021-02-20,215488
Hawaii,,2021-02-21,219881
Hawaii,,2021-02-22,225335
Hawaii,,2021-02-23,226376
Hawaii,,2021-02-24,228596
Hawaii,,2021-02-25,233205
Hawaii,,2021-02-26,237956
Hawaii,,2021-02-27,243013
Hawaii,,2021-02-28,248020
Hawaii,,2021-03-01,250646
Hawaii,,2021-03-02,251442
Hawaii,,2021-03-03,253718
Hawaii,,2021-03-04,259210
Hawaii,,2021-03-05,264868
Hawaii,,2021-03-06,271432
Hawaii,,2021-03-07,272100
Hawaii,,2021-03-08,280866
Hawaii,,2021-03-09,287071
Hawaii,,2021-03-10,294934
Hawaii,,2021-03-11,304606
Hawaii,,2021-03-12,314009
Hawaii,,2021-03-13,322222
Hawaii,,2021-03-14,329359
Hawaii,,2021-03-15,333759
Hawaii,,2021-03-16,339603
Hawaii,,2021-03-17,349281
Hawaii,,2021-03-18,359319
Hawaii,,2021-03-19,369835
Hawaii,,2021-03-20,378607
Hawaii,,2021-03-21,387067
Hawaii,,2021-03-22,390305
Hawaii,,2021-03-23,396262
Hawaii,,2021-03-24,404267
Hawaii,,2021-03-25,410879
Hawaii,,2021-03-26,420788
Hawaii,,2021-03-27,421727
Hawaii,,2021-03-28,422366
Hawaii,,2021-03-29,439169
Hawaii,,2021-03-30,444099
Hawaii,,2021-03-31,450539
Hawaii,,2021-04-01,455591
Hawaii,,2021-04-02,461922
Hawaii,,2021-04-03,467072
Hawaii,,2021-04-04,476114
Hawaii,,2021-04-05,480013
Hawaii,,2021-04-06,483730
Hawaii,,2021-04-07,490371
Hawaii,,2021-04-08,495709
Hawaii,,2021-04-09,502477
Hawaii,,2021-04-10,503280
Hawaii,,2021-04-11,510152
Hawaii,,2021-04-12,518940
Hawaii,,2021-04-13,524641
Hawaii,,2021-04-14,533673
Hawaii,,2021-04-15,540705
Hawaii,,2021-04-16,548900
Hawaii,,2021-04-17,554619
Hawaii,,2021-04-18,560693
Hawaii,,2021-04-19,563109
Hawaii,,2021-04-20,658218
Hawaii,,2021-04-21,666712
Hawaii,,2021-04-22,676072
Hawaii,,2021-04-23,684126
Hawaii,,2021-04-24,694910
Hawaii,,2021-04-25,706055
Hawaii,,2021-04-26,712493
Hawaii,,2021-04-27,721016
Hawaii,,2021-04-28,729041
Hawaii,,2021-04-29,737226
Hawaii,,2021-04-30,745506
Hawaii,,2021-05-01,753539
Hawaii,,2021-05-02,760121
Hawaii,,2021-05-03,761766
Hawaii,,2021-05-04,763392
Hawaii,,2021-05-05,766182
Hawaii,,2021-05-06,766427
Hawaii,,2021-05-07,824696
Hawaii,,2021-05-08,828377
Hawaii,,2021-05-09,832725
Hawaii,,2021-05-10,832882
Hawaii,,2021-05-11,837890
Hawaii,,2021-05-12,840262
Hawaii,,2021-05-13,845900
Hawaii,,2021-05-14,851363
Hawaii,,2021-05-15,861906
Hawaii,,2021-05-16,862508
Hawaii,,2021-05-17,880868
Hawaii,,2021-05-18,883783
Hawaii,,2021-05-19,891467
Hawaii,,2021-05-20,898799
Hawaii,,2021-05-21,905873
Idaho,,2021-01-12,31504
Idaho,,2021-01-13,33176
Idaho,,2021-01-14,35179
Idaho,,2021-01-15,37646
Idaho,,2021-01-19,53609
Idaho,,2021-01-20,58328
Idaho,,2021-01-21,61118
Idaho,,2021-01-22,64295
Idaho,,2021-01-23,68292
Idaho,,2021-01-24,72424
Idaho,,2021-01-25,76199
Idaho,,2021-01-26,78484
Idaho,,2021-01-27,80857
Idaho,,2021-01-28,85373
Idaho,,2021-01-29,88975
Idaho,,2021-01-30,93632
Idaho,,2021-01-31,98287
Idaho,,2021-02-01,100946
Idaho,,2021-02-02,102959
Idaho,,2021-02-03,107234
Idaho,,2021-02-04,113110
Idaho,,2021-02-05,120147
Idaho,,2021-02-06,133810
Idaho,,2021-02-07,140916
Idaho,,2021-02-08,149231
Idaho,,2021-02-09,151372
Idaho,,2021-02-10,155238
Idaho,,2021-02-11,159796
Idaho,,2021-02-12,159796
Idaho,,2021-02-13,163950
Idaho,,2021-02-14,174495
Idaho,,2021-02-16,187653
Idaho,,2021-02-17,191063
Idaho,,2021-02-18,195596
Idaho,,2021-02-19,211625
Idaho,,2021-02-20,216285
Idaho,,2021-02-21,222381
Idaho,,2021-02-22,230560
Idaho,,2021-02-23,232592
Idaho,,2021-02-24,234983
Idaho,,2021-02-25,239100
Idaho,,2021-02-26,243714
Idaho,,2021-02-27,249980
Idaho,,2021-02-28,256810
Idaho,,2021-03-01,263438
Idaho,,2021-03-02,266252
Idaho,,2021-03-03,270724
Idaho,,2021-03-04,275118
Idaho,,2021-03-05,282541
Idaho,,2021-03-06,289977
Idaho,,2021-03-07,296541
Idaho,,2021-03-08,300640
Idaho,,2021-03-09,304032
Idaho,,2021-03-10,309022
Idaho,,2021-03-11,315010
Idaho,,2021-03-12,324180
Idaho,,2021-03-13,332271
Idaho,,2021-03-14,340495
Idaho,,2021-03-15,345005
Idaho,,2021-03-16,348653
Idaho,,2021-03-17,349038
Idaho,,2021-03-18,359793
Idaho,,2021-03-19,369859
Idaho,,2021-03-20,382524
Idaho,,2021-03-21,394331
Idaho,,2021-03-22,400267
Idaho,,2021-03-23,403821
Idaho,,2021-03-24,409788
Idaho,,2021-03-25,418189
Idaho,,2021-03-26,428376
Idaho,,2021-03-27,439001
Idaho,,2021-03-28,448334
Idaho,,2021-03-29,452828
Idaho,,2021-03-30,454535
Idaho,,2021-03-31,460710
Idaho,,2021-04-01,469042
Idaho,,2021-04-02,477729
Idaho,,2021-04-03,487864
Idaho,,2021-04-04,499344
Idaho,,2021-04-05,504809
Idaho,,2021-04-06,505495
Idaho,,2021-04-07,511775
Idaho,,2021-04-08,517824
Idaho,,2021-04-09,528480
Idaho,,2021-04-10,537311
Idaho,,2021-04-11,548331
Idaho,,2021-04-12,553741
Idaho,,2021-04-13,556253
Idaho,,2021-04-14,552313
Idaho,,2021-04-15,556985
Idaho,,2021-04-16,563126
Idaho,,2021-04-17,567527
Idaho,,2021-04-18,572799
Idaho,,2021-04-19,575492
Idaho,,2021-04-20,576960
Idaho,,2021-04-21,580512
Idaho,,2021-04-22,583492
Idaho,,2021-04-23,587763
Idaho,,2021-04-24,591197
Idaho,,2021-04-25,595128
Idaho,,2021-04-26,596746
Idaho,,2021-04-27,597725
Idaho,,2021-04-28,600385
Idaho,,2021-04-29,602930
Idaho,,2021-04-30,605950
Idaho,,2021-05-01,610267
Idaho,,2021-05-02,613081
Idaho,,2021-05-03,613819
Idaho,,2021-05-04,614283
Idaho,,2021-05-05,617604
Idaho,,2021-05-06,620577
Idaho,,2021-05-07,623037
Idaho,,2021-05-08,625950
Idaho,,2021-05-09,626090
Idaho,,2021-05-10,626210
Idaho,,2021-05-11,631872
Idaho,,2021-05-12,633792
Idaho,,2021-05-13,636000
Idaho,,2021-05-14,638168
Idaho,,2021-05-15,640088
Idaho,,2021-05-16,642709
Idaho,,2021-05-17,643832
Idaho,,2021-05-18,644589
Idaho,,2021-05-19,646734
Idaho,,2021-05-20,649367
Idaho,,2021-05-21,651954
Illinois,,2021-01-12,284035
Illinois,,2021-01-13,291445
Illinois,,2021-01-14,316876
Illinois,,2021-01-15,341518
Illinois,,2021-01-19,414362
Illinois,,2021-01-20,425824
Illinois,,2021-01-21,452010
Illinois,,2021-01-22,479848
Illinois,,2021-01-23,518779
Illinois,,2021-01-24,556517
Illinois,,2021-01-25,578406
Illinois,,2021-01-26,590212
Illinois,,2021-01-27,611024
Illinois,,2021-01-28,643555
Illinois,,2021-01-29,685529
Illinois,,2021-01-30,733006
Illinois,,2021-01-31,781536
Illinois,,2021-02-01,817253
Illinois,,2021-02-02,831556
Illinois,,2021-02-03,859076
Illinois,,2021-02-04,905981
Illinois,,2021-02-05,962345
Illinois,,2021-02-06,1028487
Illinois,,2021-02-07,1086599
Illinois,,2021-02-08,1131846
Illinois,,2021-02-09,1148175
Illinois,,2021-02-10,1198096
Illinois,,2021-02-11,1243706
Illinois,,2021-02-12,1294565
Illinois,,2021-02-13,1364527
Illinois,,2021-02-14,1421577
